Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2025-04-21,Breakfast,3399.1,111.8,23.4,7.5,17.2,0.0,608.6,3656.7,7325.2,388.0,54.4,71.9,247.9,11.0,1108.2,120.9,154.1,
2025-04-22,Breakfast,3376.5,65.0,12.0,7.5,14.3,0.0,485.4,5008.3,5563.1,481.1,66.2,93.0,232.8,21.9,279.5,129.7,252.8,
2025-04-23,Breakfast,3397.1,64.4,21.1,10.0,22.3,0.0,625.6,4303.2,7601.2,469.9,71.0,79.4,248.2,24.8,535.6,158.0,264.6,
2025-04-24,Breakfast,3408.9,73.7,18.9,16.6,25.9,0.0,713.6,4148.2,4821.7,449.7,63.5,79.3,247.2,0.0,230.3,81.1,178.8,
2025-04-25,Breakfast,3398.2,129.1,59.9,13.0,22.0,0.0,754.5,6335.6,4084.3,316.6,38.1,47.1,257.7,47.9,28.3,263.4,51.3,
2025-04-26,Breakfast,3386.2,75.4,13.4,8.7,16.2,0.0,545.4,4523.9,10048.3,472.3,77.5,58.6,247.5,0.0,460.4,88.2,192.0,
2025-04-27,Breakfast,3650.3,95.7,21.3,4.6,5.0,0.0,595.0,5557.5,2275.3,473.2,33.6,98.6,236.6,0.0,43.2,48.3,55.1,
2025-04-28,Breakfast,3391.8,76.9,24.9,8.0,9.4,0.1,611.2,6122.1,5830.7,413.5,44.8,120.7,261.7,0.0,1017.7,103.3,132.9,
2025-04-29,Breakfast,3372.3,63.9,11.8,7.9,5.7,0.0,528.4,6265.1,3840.6,421.4,24.7,56.9,281.1,17.1,27.7,167.1,178.9,
2025-04-30,Breakfast,3387.2,76.8,27.2,8.5,10.7,0.0,456.3,6357.3,4187.6,422.8,28.7,68.2,249.2,18.9,586.4,210.1,170.6,
2025-05-01,Breakfast,3357.7,75.4,27.5,9.8,13.5,0.0,411.1,8316.7,7070.1,427.1,70.5,67.7,249.1,1.3,1322.7,178.7,124.7,
2025-05-02,Breakfast,3394.6,52.1,15.7,7.6,10.7,0.0,390.5,8189.6,3526.2,489.2,32.8,46.7,240.8,1.5,764.2,101.8,119.0,
2025-05-03,Breakfast,3389.8,73.9,14.2,8.0,11.5,0.0,248.2,3141.7,2665.7,401.1,35.3,61.1,263.1,0.0,131.2,100.4,71.4,
2025-05-04,Breakfast,3403.4,56.8,15.2,11.7,10.2,0.0,463.1,2173.0,7424.9,489.6,41.4,41.1,245.4,4.5,454.7,113.8,118.0,
2025-05-05,Breakfast,3390.9,48.0,5.8,3.8,4.2,0.0,304.6,3548.2,8173.1,542.8,34.5,42.3,221.0,0.0,478.6,90.6,138.2,
2025-05-06,Breakfast,3392.2,75.4,9.4,9.9,8.6,0.0,468.0,5452.9,4216.9,449.3,32.8,81.2,242.8,0.0,627.1,75.1,119.2,
2025-05-07,Breakfast,3047.2,62.7,26.6,5.5,6.2,0.0,500.4,4697.2,3293.7,370.4,22.3,39.4,231.7,5.6,577.6,148.7,113.3,
2025-05-08,Breakfast,3050.6,75.0,29.5,11.4,11.7,0.0,626.1,4645.4,4742.0,338.7,37.6,81.0,238.4,4.7,640.1,150.6,102.5,
2025-05-09,Breakfast,2387.6,52.1,12.7,8.2,14.9,0.0,341.6,4050.1,4587.9,263.9,45.4,58.4,210.3,6.7,1114.0,97.8,93.4,
2025-05-10,Breakfast,2395.1,61.7,16.6,7.1,10.2,0.0,1055.4,2961.1,3773.1,230.8,36.6,43.0,209.6,16.8,1085.5,117.4,106.9,
2025-05-11,Breakfast,2398.9,55.9,14.1,7.2,16.1,0.0,354.9,2715.7,3529.4,264.2,38.6,57.0,212.0,9.0,1185.0,113.2,110.5,
2025-05-12,Breakfast,2398.7,46.8,12.0,8.7,17.8,0.0,474.8,3294.7,4010.2,297.6,36.8,67.0,197.4,3.6,1012.0,99.3,116.9,
2025-05-13,Breakfast,2395.1,36.6,9.9,9.4,9.5,0.0,467.6,3501.0,5365.1,314.9,45.5,105.0,192.7,96.4,473.4,83.5,103.5,
2025-05-14,Breakfast,2393.9,31.1,8.6,6.2,6.3,0.0,549.8,2576.2,5819.6,300.6,38.4,130.5,217.8,94.2,544.4,96.4,75.2,
2025-05-15,Breakfast,1857.0,31.7,9.2,6.5,7.1,0.0,594.0,2262.3,4838.0,188.3,27.1,106.2,208.8,887.7,385.4,89.9,76.0,
2025-05-15,Dinner,1139.6,7.0,0.1,0.1,0.2,0.0,0.0,826.1,62.3,257.8,0.7,0.1,17.8,0.0,0.0,1.8,11.8,
2025-05-16,Breakfast,2882.1,60.5,17.0,7.9,10.7,0.0,478.7,2680.7,5538.4,322.3,46.8,118.9,274.3,0.0,1082.7,260.0,108.2,
2025-05-17,Breakfast,1749.9,48.8,7.0,7.1,3.3,0.0,324.3,1463.2,2024.6,174.7,18.4,70.4,148.1,74.9,161.9,51.3,29.9,
2025-05-17,Dinner,1242.3,57.1,15.5,4.4,14.3,0.1,116.3,1653.8,1808.0,98.8,18.7,20.1,100.1,49.9,29.4,59.9,28.3,
2025-05-18,Breakfast,3000.1,81.0,19.2,6.7,16.3,0.0,483.4,4195.1,4169.3,344.6,32.5,89.4,235.9,2.7,175.6,103.5,95.9,
2025-05-19,Breakfast,2981.2,74.3,17.9,6.5,8.0,7.5,565.9,4393.1,4361.7,363.6,26.8,57.9,209.3,223.8,161.3,59.8,68.1,
2025-05-20,Breakfast,2398.9,36.3,7.2,5.5,6.3,0.0,479.9,3654.0,5963.5,299.5,31.8,56.0,214.6,280.0,164.6,71.3,70.8,
2025-05-21,Breakfast,2199.4,40.8,7.9,4.7,4.4,0.0,431.8,2799.4,4084.1,246.9,31.4,35.9,214.3,57.3,351.7,111.8,91.8,
2025-05-22,Breakfast,2194.0,25.0,6.3,5.1,4.2,0.0,405.2,4225.2,9108.1,280.9,57.7,119.2,216.7,1238.5,958.2,203.0,98.6,
2025-05-23,Breakfast,2198.8,32.9,6.6,7.2,6.1,0.0,381.8,5065.1,6623.8,261.1,48.7,61.0,202.8,145.7,99.0,137.1,96.2,
2025-05-24,Breakfast,2181.4,42.8,16.1,5.4,7.3,0.2,434.5,2658.9,5838.6,232.1,52.6,78.1,217.1,1064.4,682.0,143.8,91.5,
2025-05-25,Breakfast,2200.6,25.0,6.3,5.5,7.0,0.0,357.5,2624.7,3623.5,261.9,33.1,96.8,222.4,620.3,219.5,93.3,63.6,
2025-05-26,Breakfast,2194.8,46.1,10.2,9.2,10.9,0.0,838.4,2659.5,5639.5,229.7,49.5,32.5,215.6,1292.5,522.2,106.6,81.2,
2025-05-27,Breakfast,2198.8,38.8,7.6,5.0,4.2,0.0,325.6,2047.2,2656.6,258.7,55.3,35.9,204.0,0.0,452.7,98.1,36.0,
2025-05-28,Breakfast,2197.2,26.7,9.7,3.0,2.9,0.0,232.1,2664.0,5190.1,279.7,68.3,65.3,207.0,14.3,31.3,105.0,105.9,
2025-05-29,Breakfast,2199.5,20.0,4.6,5.6,4.4,0.0,185.7,3332.1,7428.6,299.8,98.4,78.7,222.0,903.5,680.6,127.9,213.4,
2025-05-30,Breakfast,2200.6,18.9,3.3,3.0,3.8,0.0,300.1,2196.8,4007.9,280.3,21.9,68.5,209.2,0.0,353.0,162.9,60.5,
2025-05-31,Breakfast,6811.3,343.9,124.6,11.2,8.1,1.2,651.9,6341.3,3199.1,715.4,43.8,360.1,246.3,19.1,66.8,172.3,51.1,
2025-06-01,Breakfast,3562.7,116.3,36.9,9.2,8.4,0.4,404.9,6430.2,4032.8,423.7,29.6,185.8,210.8,0.0,18.3,123.3,64.8,
2025-06-02,Breakfast,3594.7,48.4,13.3,4.3,5.0,0.0,320.1,3880.4,3998.4,567.9,55.1,123.2,223.2,0.0,121.6,109.3,104.4,
2025-06-03,Breakfast,3580.5,50.2,8.2,8.0,7.9,0.0,356.4,4340.8,4489.5,574.5,59.4,127.0,209.3,0.0,189.7,67.0,103.5,
2025-06-04,Breakfast,3597.2,93.0,25.5,1.7,2.0,0.0,251.2,5376.4,1935.5,493.8,39.5,45.7,193.3,0.0,0.0,115.6,83.6,
2025-06-05,Breakfast,2881.2,37.8,11.9,5.3,4.9,0.0,322.1,5478.0,6348.0,407.4,76.3,140.1,213.6,0.0,345.6,136.3,97.5,
2025-06-06,Breakfast,2596.1,112.8,41.6,5.7,5.8,0.0,555.6,4293.4,2759.8,160.3,16.9,17.2,229.3,563.9,176.8,94.9,43.2,
2025-06-07,Breakfast,2597.2,87.9,15.3,3.1,3.4,0.0,267.7,3151.1,2758.0,238.6,14.4,86.6,212.3,30.2,19.7,24.3,82.6,
2025-06-08,Breakfast,2881.2,107.4,15.7,6.8,1.6,0.0,59.6,3107.1,2392.8,271.7,27.3,54.3,209.8,0.0,179.9,109.9,131.3,
2025-06-09,Breakfast,2895.1,91.9,1.6,2.1,1.0,0.0,125.6,1827.7,2529.7,292.0,30.2,23.8,218.1,477.6,215.4,80.9,90.3,
2025-06-10,Breakfast,2899.3,52.0,2.8,5.8,3.9,0.0,206.4,3987.4,6546.3,393.6,70.1,82.1,213.4,0.0,220.0,67.5,135.2,
2025-06-11,Breakfast,2891.7,39.7,4.2,2.4,2.2,0.0,181.0,3387.2,6706.0,408.2,78.9,128.3,232.3,15.0,178.6,91.4,90.9,
2025-06-12,Breakfast,2889.5,59.6,14.5,5.6,7.0,0.0,196.9,4080.4,5929.7,382.4,63.2,115.3,208.8,875.3,322.8,97.8,94.4,
2025-06-13,Breakfast,2902.7,89.2,28.3,10.5,25.2,0.0,340.6,4978.9,4585.8,319.7,62.2,134.0,209.7,231.2,430.0,88.0,123.0,
2025-06-14,Breakfast,2498.1,97.8,21.7,18.8,19.3,0.0,354.1,3913.5,3497.3,213.6,25.6,79.9,194.0,495.9,161.7,55.3,47.5,
2025-06-15,Breakfast,2497.3,51.6,7.1,12.7,20.0,0.0,333.5,4176.8,5409.0,295.8,37.9,104.1,204.5,2961.7,621.7,45.5,30.6,
2025-06-16,Breakfast,2659.3,100.6,30.1,9.2,21.9,0.0,987.6,3569.5,5496.2,229.2,44.0,109.5,212.8,15.0,308.5,80.2,75.8,
2025-06-17,Breakfast,1990.4,25.8,5.1,4.5,4.9,0.0,370.6,2287.2,6342.6,204.3,51.0,69.1,222.3,3363.5,469.1,127.0,51.7,
2025-06-18,Breakfast,1998.3,23.4,4.7,5.5,4.2,0.0,312.0,2568.2,6257.6,243.5,79.1,88.1,207.3,4592.1,390.4,120.8,88.4,
2025-06-19,Breakfast,1982.6,33.7,5.7,8.6,9.7,0.0,422.9,2868.2,5197.4,224.6,33.0,109.6,200.8,1764.0,651.0,81.8,102.5,
2025-06-20,Breakfast,1999.2,25.5,4.6,5.9,5.7,0.0,324.5,2564.2,6623.6,229.9,53.9,94.6,212.7,2951.2,179.5,132.4,85.7,
2025-06-21,Breakfast,549.2,5.4,1.3,0.6,0.1,0.0,40.0,990.4,1881.0,74.6,17.1,21.1,51.3,1857.0,41.5,47.6,11.3,
2025-06-21,Lunch,1447.0,18.6,2.5,5.7,6.3,0.0,447.2,2105.6,1809.4,163.1,18.2,88.1,157.4,90.0,0.0,100.8,84.5,
2025-06-22,Breakfast,1897.5,31.5,4.4,5.4,4.0,0.0,258.0,3183.1,3927.6,195.1,32.8,54.2,201.6,1856.7,131.2,56.0,66.7,
2025-06-23,Breakfast,1897.7,29.7,4.4,3.1,3.4,0.0,203.8,2345.6,3827.8,213.7,34.1,70.8,196.2,29.5,106.8,97.5,43.0,
2025-06-24,Breakfast,2978.1,72.3,22.5,8.6,31.5,0.0,395.7,6651.5,5391.3,334.6,48.4,84.2,243.2,1093.7,101.0,77.2,125.3,
2025-06-25,Breakfast,7741.1,279.9,48.5,0.0,0.0,0.0,699.0,9161.6,1423.7,981.1,94.4,146.4,298.8,95.7,50.7,178.1,167.9,
2025-06-26,Breakfast,3395.5,64.1,28.4,3.0,2.9,0.0,288.1,4708.8,6528.1,457.1,66.6,151.3,236.1,110.2,136.7,355.8,248.2,
2025-06-27,Breakfast,2926.2,77.1,23.9,5.9,13.3,0.0,794.1,2446.0,3446.4,384.5,37.4,37.8,176.0,15.4,98.7,66.4,97.5,
2025-06-28,Breakfast,2993.8,69.4,15.4,2.4,2.1,0.0,214.2,4133.8,4944.1,379.8,79.8,66.4,225.0,30.0,24.3,128.4,168.6,
2025-06-29,Breakfast,3014.7,67.9,9.2,5.2,15.1,0.0,268.2,3620.9,4635.4,390.6,72.4,40.1,209.9,60.0,29.3,61.2,83.7,
2025-06-30,Breakfast,3396.2,43.4,6.9,4.5,4.0,0.0,272.5,3088.7,5977.9,519.1,78.1,87.2,218.8,30.0,32.2,68.2,157.8,
2025-07-01,Breakfast,4043.9,103.4,14.9,6.2,20.0,0.0,222.3,4485.5,5227.9,563.0,61.9,81.9,230.9,2840.0,199.9,116.1,60.4,
2025-07-02,Breakfast,3402.8,67.2,9.4,7.6,13.8,0.0,323.0,2573.8,4748.5,492.8,47.7,140.5,203.0,15.0,106.6,59.6,39.9,
2025-07-03,Breakfast,3396.2,84.1,14.6,10.7,20.9,0.0,404.8,4071.6,6570.4,448.6,49.9,180.2,222.3,11.3,251.1,66.0,78.0,
2025-07-04,Breakfast,3868.0,67.6,11.3,9.2,8.1,0.0,314.1,6174.0,7412.8,587.2,84.4,118.9,237.6,10.7,312.2,64.1,117.8,
2025-07-05,Breakfast,5545.7,214.5,69.0,2.9,5.2,0.0,988.7,6791.3,2840.2,574.6,77.2,218.5,344.8,1429.1,646.7,66.5,130.3,
2025-07-06,Breakfast,2778.0,91.4,29.9,1.9,3.4,0.0,584.5,4237.2,2829.8,273.8,45.4,114.9,217.5,902.1,340.9,56.5,77.4,
2025-07-07,Breakfast,4155.6,71.7,15.0,7.3,11.5,0.0,272.4,5572.4,6729.7,645.0,103.9,113.7,235.8,313.1,417.4,64.6,192.6,
2025-07-08,Breakfast,3592.4,90.7,24.3,1.7,1.1,0.0,234.4,2799.3,4644.4,483.4,67.8,108.6,208.6,1139.2,198.6,79.6,97.8,
2025-07-09,Breakfast,4231.3,82.0,14.7,1.4,1.7,0.0,124.0,5247.7,2808.0,664.0,71.3,89.0,223.4,98.5,168.1,89.0,85.2,
2025-07-10,Breakfast,4136.1,107.4,24.5,12.2,24.7,0.5,369.5,8167.6,5998.8,590.0,77.4,173.3,255.3,109.3,366.8,128.1,207.7,
2025-07-11,Breakfast,4985.6,104.8,16.2,7.1,8.1,0.0,427.1,7107.9,5179.7,733.4,82.9,157.4,295.7,155.9,640.4,51.2,129.8,
2025-07-12,Breakfast,3936.9,97.2,22.9,15.6,12.8,0.0,393.1,7972.2,2654.5,568.4,48.7,50.9,211.9,72.3,180.0,252.3,73.4,
2025-07-13,Breakfast,3909.3,105.8,19.0,3.1,3.6,0.2,306.8,3970.9,4317.8,538.9,70.4,78.6,223.4,84.3,287.0,61.6,82.2,
