date,source_file,food,amount,amount (g),calories,carbs (grams),fat (grams),protein (grams),cholesterol (mg),sodium (mg),sugar (grams),fiber (grams)
"May 3, 2025",05010531,Minute - Instant white rice,162 gram,162.0,599,134,0,14,0,0,0,0
"May 3, 2025",05010531,Blueberries,109 gram,109.0,62,16,0,1,0,1,11,3
"May 3, 2025",05010531,Fage - Total 0% Greek Yogurt,340 g,340.0,181,11,0,36,23,125,11,0
"May 3, 2025",05010531,Coolgreens - Pesto Chicken Sandwich,1 Serving,,550,21,24,36,80,1210,7,4
"May 3, 2025",05010531,Blueberries,259 gram,259.0,148,38,1,2,0,3,26,6
"May 3, 2025",05010531,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"May 3, 2025",05010531,Oats,41 g,41.0,155,28,3,5,0,2,0,4
"May 4, 2025",05010531,Potato - Russet Potatoes,338 gram,338.0,437,103,0,12,0,0,4,8
"May 4, 2025",05010531,Santitas Tortilla Chips - Tortilla Chips,88 gram,88.0,435,59,19,6,0,357,0,6
"May 4, 2025",05010531,"Chicken breast, grilled, skinless",91 g,91.0,160,0,5,27,87,321,0,0
"May 4, 2025",05010531,Lucerne - Reduced Fat Sharp Cheddar,32 gram,32.0,102,1,7,9,23,203,0,0
"May 4, 2025",05010531,"Butter (lima) beans, canned",52 g,52.0,63,10,1,3,1,194,1,3
"May 4, 2025",05010531,Potato - Russet Potatoes,415 gram,415.0,537,127,0,15,0,0,5,10
"May 4, 2025",05010531,Minute - Instant white rice,106 gram,106.0,392,88,0,9,0,0,0,0
"May 4, 2025",05010531,"Chicken breast, grilled, skinless",148 g,148.0,260,0,8,44,142,522,0,0
"May 4, 2025",05010531,Oats,40 g,40.0,152,27,3,5,0,2,0,4
"May 4, 2025",05010531,Blueberries,282 gram,282.0,161,41,1,2,0,3,28,7
"May 4, 2025",05010531,Leanfit Protein powder - Protein Powder,3 scoop,,360,6,6,75,210,330,3,3
"May 5, 2025",05010531,"White rice, cooked",129 g,129.0,166,36,0,3,0,316,0,1
"May 5, 2025",05010531,"G Hughes - BBQ Sauce, Hickory",45 g,45.0,15,3,0,0,0,300,0,0
"May 5, 2025",05010531,"White rice, cooked",360 g,360.0,464,101,1,10,0,882,0,1
"May 5, 2025",05010531,80% ground beef - 80% ground beef,125 gram,125.0,251,0,24,22,0,0,0,0
"May 5, 2025",05010531,"G Hughes - BBQ Sauce, Hickory",44 g,44.0,15,3,0,0,0,293,0,0
"May 5, 2025",05010531,"White rice, cooked",155 g,155.0,200,43,0,4,0,380,0,1
"May 5, 2025",05010531,Fage - Total 0% Greek Yogurt,150 g,150.0,80,5,0,16,10,55,5,0
"May 5, 2025",05010531,Potato - Russet Potatoes,440 gram,440.0,569,135,0,16,0,0,5,10
"May 5, 2025",05010531,"G Hughes - BBQ Sauce, Hickory",75 g,75.0,25,5,0,0,0,500,0,0
"May 5, 2025",05010531,"Chicken breast, grilled, skinless",161 g,161.0,283,0,9,48,155,568,0,0
"May 5, 2025",05010531,Potato - Russet Potatoes,429 gram,429.0,555,131,0,15,0,0,5,10
"May 5, 2025",05010531,Signature Select - Mixed Fruit,140 g,140.0,64,16,0,1,0,0,13,3
"May 5, 2025",05010531,Blueberries,116 gram,116.0,66,17,0,1,0,1,12,3
"May 5, 2025",05010531,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"May 5, 2025",05010531,Oats,41 g,41.0,155,28,3,5,0,2,0,4
"May 6, 2025",05010531,"G Hughes - BBQ Sauce, Hickory",50 g,50.0,17,3,0,0,0,333,0,0
"May 6, 2025",05010531,"White rice, cooked",465 g,465.0,600,130,1,12,0,1139,0,2
"May 6, 2025",05010531,"Green peas, cooked",187 g,187.0,183,26,5,9,4,357,8,8
"May 6, 2025",05010531,"Chicken breast, grilled, skinless",159 g,159.0,280,0,9,47,153,561,0,0
"May 6, 2025",05010531,Banana,1 medium,,114,27,0,1,0,0,19,2
"May 6, 2025",05010531,"White rice, cooked",174 g,174.0,224,49,0,5,0,426,0,1
"May 6, 2025",05010531,"G Hughes - BBQ Sauce, Hickory",39 g,39.0,13,3,0,0,0,260,0,0
"May 6, 2025",05010531,"Chicken breast, grilled, skinless",132 g,132.0,232,0,7,39,127,466,0,0
"May 6, 2025",05010531,"White rice, cooked",237 g,237.0,306,66,1,6,0,581,0,1
"May 6, 2025",05010531,"G Hughes - BBQ Sauce, Hickory",80 g,80.0,27,5,0,0,0,533,0,0
"May 6, 2025",05010531,80% ground beef - 80% ground beef,200 gram,200.0,402,0,39,35,0,0,0,0
"May 6, 2025",05010531,Broccoli,344 g,344.0,134,22,1,9,0,124,5,8
"May 6, 2025",05010531,Blueberries,174 gram,174.0,99,25,1,1,0,2,17,4
"May 6, 2025",05010531,Signature Select - Mixed Fruit,140 g,140.0,64,16,0,1,0,0,13,3
"May 6, 2025",05010531,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"May 6, 2025",05010531,Banana,110 g,110.0,107,25,0,1,0,0,17,2
"May 7, 2025",05010531,Lucerne - Mexican Style Cheese Blend,16 g,16.0,63,1,5,3,14,97,0,0
"May 7, 2025",05010531,Lucerne - Mexican Style Cheese Blend,34 g,34.0,134,1,10,7,30,206,0,0
"May 7, 2025",05010531,"White rice, cooked",469 g,469.0,605,131,1,13,0,1149,0,2
"May 7, 2025",05010531,Lucerne - Mexican Style Cheese Blend,29 g,29.0,114,1,8,6,26,176,0,0
"May 7, 2025",05010531,"White rice, cooked",326 g,326.0,421,91,1,9,0,799,0,1
"May 7, 2025",05010531,"Green peas, cooked",71 g,71.0,70,10,2,4,1,136,3,3
"May 7, 2025",05010531,"White rice, cooked",236 g,236.0,304,66,1,6,0,578,0,1
"May 7, 2025",05010531,"Chicken breast, grilled, skinless",141 g,141.0,248,0,8,42,135,498,0,0
"May 7, 2025",05010531,Lucerne - Reduced Fat Sharp Cheddar,40 gram,40.0,127,1,8,11,28,254,0,0
"May 7, 2025",05010531,"Chicken breast, grilled, skinless",130 g,130.0,229,0,7,38,125,459,0,0
"May 7, 2025",05010531,Broccoli,345 g,345.0,135,22,1,9,0,124,5,8
"May 7, 2025",05010531,Blueberries,124 gram,124.0,71,18,0,1,0,1,12,3
"May 7, 2025",05010531,Banana,106 g,106.0,103,24,0,1,0,0,17,2
"May 7, 2025",05010531,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"May 8, 2025",05010531,Kinders - Lemon Pepper,1 tsp,5.0,20,4,0,0,0,420,0,0
"May 8, 2025",05010531,"G Hughes - BBQ Sauce, Hickory",59 g,59.0,20,4,0,0,0,393,0,0
"May 8, 2025",05010531,"Green peas, cooked",160 g,160.0,157,22,4,8,3,306,7,7
"May 8, 2025",05010531,Santitas Tortilla Chips - Tortilla Chips,26 gram,26.0,128,17,6,2,0,105,0,2
"May 8, 2025",05010531,"White rice, cooked",189 g,189.0,244,53,1,5,0,463,0,1
"May 8, 2025",05010531,"Chicken breast, grilled, skinless",136 g,136.0,239,0,7,40,131,480,0,0
"May 8, 2025",05010531,Banana,1 medium,,114,27,0,1,0,0,19,2
"May 8, 2025",05010531,Banana,1 medium,,114,27,0,1,0,0,19,2
"May 8, 2025",05010531,Oats,82 g,82.0,311,56,5,11,0,5,1,8
"May 8, 2025",05010531,Lucerne - Mexican Style Cheese Blend,46 g,46.0,181,2,13,10,41,279,0,0
"May 8, 2025",05010531,"Chicken breast, grilled, skinless",90 g,90.0,158,0,5,27,86,318,0,0
"May 8, 2025",05010531,"White rice, cooked",201 g,201.0,259,56,1,5,0,492,0,1
"May 8, 2025",05010531,Lucerne - Mexican Style Cheese Blend,35 g,35.0,138,1,10,8,31,213,0,0
"May 8, 2025",05010531,"Chicken breast, grilled, skinless",177 g,177.0,312,0,10,52,170,625,0,0
"May 8, 2025",05010531,Broccoli,346 g,346.0,135,22,1,9,0,125,5,8
"May 8, 2025",05010531,Blueberries,110 gram,110.0,63,16,0,1,0,1,11,3
"May 8, 2025",05010531,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"May 8, 2025",05010531,Banana,115 g,115.0,112,26,0,1,0,0,18,2
"May 9, 2025",05010531,"White rice, cooked",279 g,279.0,360,78,1,7,0,684,0,1
"May 9, 2025",05010531,Olive oil,1 tbsp,15.0,119,0,14,0,0,0,0,0
"May 9, 2025",05010531,"Green peas, cooked",162 g,162.0,159,22,5,8,3,309,7,7
"May 9, 2025",05010531,Broccoli,345 g,345.0,135,22,1,9,0,124,5,8
"May 9, 2025",05010531,Quaker - Apple Cinnamon Rice Cakes,1 cake,,50,11,0,1,0,0,3,0
"May 9, 2025",05010531,Quaker - Apple Cinnamon Rice Cakes,2 cake,,100,22,0,1,0,0,6,0
"May 9, 2025",05010531,"G Hughes - BBQ Sauce, Hickory",45 g,45.0,15,3,0,0,0,300,0,0
"May 9, 2025",05010531,Broccoli,348 g,348.0,136,22,1,9,0,125,5,8
"May 9, 2025",05010531,"Chicken breast, grilled, skinless",139 g,139.0,245,0,8,41,133,491,0,0
"May 9, 2025",05010531,"Rosarita - Refried Beans , no fat",1 cup,240.0,161,32,0,10,0,1246,0,10
"May 9, 2025",05010531,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"May 9, 2025",05010531,Banana,100 g,100.0,97,23,0,1,0,0,16,2
"May 10, 2025",05010531,"White rice, cooked",300 g,300.0,387,84,1,8,0,735,0,1
"May 10, 2025",05010531,Strawberry,290 gram,290.0,93,22,1,2,0,3,14,6
"May 10, 2025",05010531,Leanfit Protein powder - Protein Powder,3 scoop,,360,6,6,75,210,330,3,3
"May 10, 2025",05010531,"Hummus, plain",1 tbsp,15.0,36,2,3,1,0,66,0,1
"May 10, 2025",05010531,Cucumber,1 cup,240.0,18,4,0,1,0,2,2,1
"May 10, 2025",05010531,Celery,50 g,50.0,7,1,0,0,0,40,1,1
"May 10, 2025",05010531,Red bell pepper,100 g,100.0,31,6,0,1,0,0,4,1
"May 10, 2025",05010531,"Rosarita - Refried Beans , no fat",0.73 cup,175.2,117,23,0,7,0,905,0,7
"May 10, 2025",05010531,"Green peas, cooked",171 g,171.0,168,24,5,9,3,327,7,8
"May 10, 2025",05010531,Broccoli,348 g,348.0,136,22,1,9,0,125,5,8
"May 10, 2025",05010531,Quaker - Apple Cinnamon Rice Cakes,2 cake,,100,22,0,1,0,0,6,0
"May 10, 2025",05010531,Egg,4 egg,,286,2,20,25,822,258,0,0
"May 11, 2025",05010531,"White rice, cooked",294 g,294.0,379,82,1,8,0,720,0,1
"May 11, 2025",05010531,Olive oil,16 mL,16.0,129,0,15,0,0,0,0,0
"May 11, 2025",05010531,"Chicken breast, grilled, skinless",124 g,124.0,218,0,7,37,119,438,0,0
"May 11, 2025",05010531,Strawberry,159 gram,159.0,51,12,0,1,0,2,8,3
"May 11, 2025",05010531,Strawberry,164 gram,164.0,52,13,0,1,0,2,8,3
"May 11, 2025",05010531,Quaker - Apple Cinnamon Rice Cakes,2 cake,,100,22,0,1,0,0,6,0
"May 11, 2025",05010531,"Green peas, cooked",124 g,124.0,122,17,3,6,2,237,5,5
"May 11, 2025",05010531,Broccoli,346 g,346.0,135,22,1,9,0,125,5,8
"May 11, 2025",05010531,"White rice, cooked",149 g,149.0,192,42,0,4,0,365,0,1
"May 11, 2025",05010531,"Green peas, cooked",170 g,170.0,167,23,5,8,3,325,7,7
"May 11, 2025",05010531,Strawberry,301 gram,301.0,96,23,1,2,0,3,15,6
"May 11, 2025",05010531,Leanfit Protein powder - Protein Powder,3 scoop,,360,6,6,75,210,330,3,3
"May 12, 2025",05010531,"White rice, cooked",394 g,394.0,508,110,1,11,0,965,0,2
"May 12, 2025",05010531,"Green peas, cooked",151 g,151.0,148,21,4,8,3,288,6,7
"May 12, 2025",05010531,"Chicken breast, grilled, skinless",95 g,95.0,167,0,5,28,91,335,0,0
"May 12, 2025",05010531,Strawberry,310 gram,310.0,99,24,1,2,0,3,15,6
"May 12, 2025",05010531,Olive oil,15 mL,15.0,121,0,14,0,0,0,0,0
"May 12, 2025",05010531,"White rice, cooked",155 g,155.0,200,43,0,4,0,380,0,1
"May 12, 2025",05010531,Quaker - Apple Cinnamon Rice Cakes,2 cake,,100,22,0,1,0,0,6,0
"May 12, 2025",05010531,"Chicken breast, grilled, skinless",175 g,175.0,308,0,10,52,168,618,0,0
"May 12, 2025",05010531,"Green peas, cooked",130 g,130.0,127,18,4,6,3,248,6,6
"May 12, 2025",05010531,Broccoli,347 g,347.0,135,22,1,9,0,125,5,8
"May 12, 2025",05010531,Signature Select - Mango Chunks,138 g,138.0,80,21,1,1,0,0,19,2
"May 12, 2025",05010531,Strawberry,138 gram,138.0,44,11,0,1,0,1,7,3
"May 12, 2025",05010531,Leanfit Protein powder - Protein Powder,3 scoop,,360,6,6,75,210,330,3,3
"May 13, 2025",05010531,"White rice, cooked",490 g,490.0,632,137,1,13,0,1201,0,2
"May 13, 2025",05010531,Iceberg lettuce,241 g,241.0,48,9,0,2,0,55,3,3
"May 13, 2025",05010531,Meijer - Sliced Beets,99 g,99.0,33,3,0,1,0,12,3,1
"May 13, 2025",05010531,"Tomato, sliced",214 g,214.0,43,9,1,2,0,9,6,3
"May 13, 2025",05010531,"Chicken breast, grilled, skinless",169 g,169.0,297,0,9,50,162,597,0,0
"May 13, 2025",05010531,Iceberg lettuce,188 g,188.0,38,7,0,2,0,43,2,2
"May 13, 2025",05010531,Meijer - Sliced Beets,126 g,126.0,42,4,0,1,0,16,4,1
"May 13, 2025",05010531,"Tomato, sliced",175 g,175.0,35,7,1,1,0,7,5,2
"May 13, 2025",05010531,Red bell pepper,97 g,97.0,30,6,0,1,0,0,4,1
"May 13, 2025",05010531,Generic - Baby carrots,132 g,132.0,54,13,0,1,0,91,6,4
"May 13, 2025",05010531,Fuji apple,186 g,186.0,113,28,0,0,0,0,23,4
"May 13, 2025",05010531,"Chicken breast, grilled, skinless",165 g,165.0,290,0,9,49,158,582,0,0
"May 13, 2025",05010531,"Green peas, cooked",349 g,349.0,342,48,10,17,7,667,15,15
"May 13, 2025",05010531,Blueberries,132 gram,132.0,75,19,0,1,0,1,13,3
"May 13, 2025",05010531,Signature Select - Mango Chunks,141 g,141.0,82,21,1,1,0,0,19,2
"May 13, 2025",05010531,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"May 14, 2025",05010531,Quaker - Apple Cinnamon Rice Cakes,8 cake,,400,88,0,4,0,0,24,0
"May 14, 2025",05010531,Foodtown - Sweet Peas,274 g,274.0,132,24,0,7,0,658,11,7
"May 14, 2025",05010531,"Tomato, sliced",371 g,371.0,74,15,1,3,0,15,10,4
"May 14, 2025",05010531,"Chicken breast, grilled, skinless",111 g,111.0,195,0,6,33,107,392,0,0
"May 14, 2025",05010531,Generic - Baby carrots,143 g,143.0,59,14,0,1,0,99,7,4
"May 14, 2025",05010531,Quaker - Apple Cinnamon Rice Cakes,1 cake,,50,11,0,1,0,0,3,0
"May 14, 2025",05010531,"Chicken breast, grilled, skinless",109 g,109.0,192,0,6,32,105,385,0,0
"May 14, 2025",05010531,Quaker - Apple Cinnamon Rice Cakes,1 cake,,50,11,0,1,0,0,3,0
"May 14, 2025",05010531,Quaker - Apple Cinnamon Rice Cakes,1 cake,,50,11,0,1,0,0,3,0
"May 14, 2025",05010531,Fuji apple,165 g,165.0,101,24,0,0,0,0,20,3
"May 14, 2025",05010531,Bell pepper,57 g,57.0,13,3,0,1,0,2,2,1
"May 14, 2025",05010531,Generic - Baby carrots,72 g,72.0,30,7,0,1,0,50,3,2
"May 14, 2025",05010531,Iceberg lettuce,145 g,145.0,29,5,0,1,0,33,2,2
"May 14, 2025",05010531,Quaker - Apple Cinnamon Rice Cakes,2 cake,,100,22,0,1,0,0,6,0
"May 14, 2025",05010531,"Chicken breast, grilled, skinless",134 g,134.0,236,0,7,40,129,473,0,0
"May 14, 2025",05010531,Iceberg lettuce,204 g,204.0,41,8,0,2,0,47,2,3
"May 14, 2025",05010531,Generic - Baby carrots,134 g,134.0,55,13,0,1,0,92,6,4
"May 14, 2025",05010531,Blueberries,126 gram,126.0,72,18,0,1,0,1,13,3
"May 14, 2025",05010531,Signature Select - Mango Chunks,95 g,95.0,55,14,0,1,0,0,13,1
"May 14, 2025",05010531,Leanfit Protein powder - Protein Powder,3 scoop,,360,6,6,75,210,330,3,3
"May 15, 2025",05010531,"Spinach, raw, fresh",142 gram,142.0,33,5,1,4,0,112,1,3
"May 15, 2025",05010531,"Tomato, sliced",214 g,214.0,43,9,1,2,0,9,6,3
"May 15, 2025",05010531,"Chicken breast, grilled, skinless",137 g,137.0,241,0,7,41,132,484,0,0
"May 15, 2025",05010531,"Tomato, sliced",170 g,170.0,34,7,1,1,0,7,4,2
"May 15, 2025",05010531,"Chicken breast, grilled, skinless",123 g,123.0,216,0,7,36,118,434,0,0
"May 15, 2025",05010531,Fuji apple,178 g,178.0,109,26,0,0,0,0,22,4
"May 15, 2025",05010531,Fuji apple,145 g,145.0,88,21,0,0,0,0,18,3
"May 15, 2025",05010531,"White rice, cooked",148 g,148.0,191,41,0,4,0,363,0,1
"May 15, 2025",05010531,"Chicken breast, grilled, skinless",140 g,140.0,246,0,8,41,134,494,0,0
"May 15, 2025",05010531,Bell pepper,108 g,108.0,24,6,0,1,0,3,3,2
"May 15, 2025",05010531,Generic - Baby carrots,39 g,39.0,16,4,0,0,0,27,2,1
"May 15, 2025",05010531,Quaker - Apple Cinnamon Rice Cakes,1 cake,,50,11,0,1,0,0,3,0
"May 15, 2025",05010531,Fuji apple,150 g,150.0,92,22,0,0,0,0,18,3
"May 15, 2025",05010531,Signature Select - Mango Chunks,197 g,197.0,114,30,1,1,0,0,27,3
"May 15, 2025",05010531,Leanfit Protein powder - Protein Powder,3 scoop,,360,6,6,75,210,330,3,3
"May 15, 2025",05010531,"White rice, cooked",178 g,178.0,230,50,0,5,0,436,0,1
"May 16, 2025",05010531,Wild Oats - Oats & Flax,2 packet,,300,58,4,8,0,260,0,6
"May 16, 2025",05010531,Milton's - Everything Baked Crackers,46 g,46.0,199,34,6,5,0,276,5,0
"May 16, 2025",05010531,Builders - builders protein bar,1 bar,,280,31,9,20,0,200,17,3
"May 16, 2025",05010531,Broccoli,300 g,300.0,117,19,1,8,0,108,4,7
"May 16, 2025",05010531,Broccoli,247 g,247.0,96,15,1,6,0,89,3,6
"May 16, 2025",05010531,"Chicken breast, grilled, skinless",125 g,125.0,220,0,7,37,120,441,0,0
"May 16, 2025",05010531,Pure Palm Produce - Coconut Date Bites,15 g,15.0,53,11,1,0,0,0,9,1
"May 16, 2025",05010531,Oikos - Oikos Triple Zero Peach,300 g,300.0,180,14,0,30,20,110,10,0
"May 16, 2025",05010531,Green Giant - Riced Cauliflower,263 g,263.0,62,12,0,6,0,62,6,6
"May 16, 2025",05010531,Beef w chimichurri - Beef,88 gram,88.0,137,2,7,16,0,0,0,0
"May 16, 2025",05010531,Generic - Baby carrots,145 g,145.0,59,14,0,1,0,100,7,4
"May 16, 2025",05010531,"Chicken breast, grilled, skinless",105 g,105.0,185,0,6,31,101,371,0,0
"May 16, 2025",05010531,Raley's - Freeze-Dried Mangos,10 g,10.0,35,9,0,0,0,0,8,1
"May 16, 2025",05010531,Bell pepper,139 g,139.0,31,7,0,1,0,4,4,3
"May 16, 2025",05010531,"Chicken breast, grilled, skinless",102 g,102.0,180,0,6,30,98,360,0,0
"May 16, 2025",05010531,Quaker - Apple Cinnamon Rice Cakes,3 cake,,150,33,0,2,0,0,9,0
"May 16, 2025",05010531,Blueberries,70 gram,70.0,40,10,0,1,0,1,7,2
"May 16, 2025",05010531,Signature Select - Mango Chunks,188 g,188.0,109,29,1,1,0,0,26,3
"May 16, 2025",05010531,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"May 17, 2025",05010531,Pure Palm Produce - Coconut Date Bites,27 g,27.0,95,19,2,1,0,0,17,2
"May 17, 2025",05010531,"Chicken breast, grilled, skinless",118 g,118.0,208,0,6,35,113,417,0,0
"May 17, 2025",05010531,Firehook - Rosemary and Sea Salt Crackers,77 gram,77.0,272,54,3,8,0,435,3,3
"May 17, 2025",05010531,Banana,1 medium,,114,27,0,1,0,0,19,2
"May 17, 2025",05010531,"Chicken breast, grilled, skinless",74 g,74.0,130,0,4,22,71,261,0,0
"May 17, 2025",05010531,Beef w chimichurri - Beef,101 gram,101.0,157,2,9,18,0,0,0,0
"May 17, 2025",05010531,Banana,130 g,130.0,126,30,0,1,0,0,21,2
"May 17, 2025",05010531,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"May 17, 2025",05010531,JF Barebell - Caramel & Cashew,1 bar,,200,18,8,20,5,80,1,3
"May 17, 2025",05010531,JF Barebell - Caramel & Cashew,1 bar,,200,18,8,20,5,80,1,3
"May 17, 2025",05010531,Bruschetta,1 piece,,73,6,5,1,8,103,1,0
"May 17, 2025",05010531,Organic mixed vegetables - Mixed Vegetables,1 cup,240.0,60,12,0,2,0,20,4,3
"May 17, 2025",05010531,Olive oil,1 tbsp,15.0,119,0,14,0,0,0,0,0
"May 18, 2025",05010531,Milton's - Everything Baked Crackers,138 g,138.0,598,101,18,14,0,828,14,0
"May 18, 2025",05010531,Quaker Oatmeal Protein - Protein Oatmeal,2 packet,,440,76,6,24,10,400,22,8
"May 18, 2025",05010531,Zesta - Saltine Crackers,2 crackers,,24,4,1,0,0,60,0,0
"May 18, 2025",05010531,Dennys - Wavy-Cut Fries,1 serving,,400,46,22,4,0,470,0,4
"May 18, 2025",05010531,Slate - Milk Chocolate Mix,1.5 stick,,150,3,1,30,15,240,0,2
"May 18, 2025",05010531,"Black beans, canned",50 gram,50.0,46,8,0,3,0,192,0,3
"May 18, 2025",05010531,Chipotle - Fajita Vegetables,10 oz,283.5,80,16,2,4,0,680,8,4
"May 18, 2025",05010531,"Meijer - Tortilla, White Corn, Soft Taco Size",2 tortillas,,120,24,2,2,0,10,1,2
"May 18, 2025",05010531,"Chicken breast, grilled, skinless",254 g,254.0,447,0,14,75,244,897,0,0
"May 18, 2025",05010531,Banana,1 medium,,114,27,0,1,0,0,19,2
"May 18, 2025",05010531,Strawberry,152 gram,152.0,49,12,0,1,0,2,7,3
"May 18, 2025",05010531,Leanfit Protein powder - Protein Powder,3 scoop,,360,6,6,75,210,330,3,3
"May 19, 2025",05010531,Quaker - Apple Cinnamon Rice Cakes,2 cake,,100,22,0,1,0,0,6,0
"May 19, 2025",05010531,Sweet potato,448 g,448.0,367,81,2,7,0,690,28,14
"May 19, 2025",05010531,"Chicken breast, grilled, skinless",176 g,176.0,310,0,10,52,169,621,0,0
"May 19, 2025",05010531,"White rice, cooked",234 g,234.0,302,66,1,6,0,573,0,1
"May 19, 2025",05010531,"Chicken breast, grilled, skinless",212 g,212.0,373,0,12,63,204,748,0,0
"May 19, 2025",05010531,"Chicken breast, grilled, skinless",66 g,66.0,116,0,4,20,63,233,0,0
"May 19, 2025",05010531,Tangerine,1 fruit,,58,14,0,1,0,2,12,2
"May 19, 2025",05010531,In n Out - Cheeseburger,1 burger,,480,39,27,22,60,1000,10,3
"May 19, 2025",05010531,Leanfit Protein powder - Protein Powder,1 scoop,,120,2,2,25,70,110,1,1
"May 20, 2025",05010531,Generic - Baby carrots,83 g,83.0,34,8,0,1,0,57,4,2
"May 20, 2025",05010531,"White rice, cooked",400 g,400.0,516,112,1,11,0,980,0,2
"May 20, 2025",05010531,"Chicken breast, grilled, skinless",106 g,106.0,187,0,6,31,102,374,0,0
"May 20, 2025",05010531,Sweet potato,228 g,228.0,187,41,1,4,0,351,14,7
"May 20, 2025",05010531,"Chicken breast, grilled, skinless",101 g,101.0,178,0,6,30,97,357,0,0
"May 20, 2025",05010531,Generic - Baby carrots,256 g,256.0,105,25,1,2,0,177,12,7
"May 20, 2025",05010531,"Chicken breast, grilled, skinless",147 g,147.0,259,0,8,44,141,519,0,0
"May 20, 2025",05010531,Sweet potato,373 g,373.0,306,67,1,6,0,574,23,12
"May 20, 2025",05010531,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"May 21, 2025",05010531,"White rice, cooked",354 g,354.0,457,99,1,9,0,867,0,1
"May 21, 2025",05010531,O Organics - Organic California Style Vegetables,222 g,222.0,77,13,0,5,0,77,5,5
"May 21, 2025",05010531,Diced Tomato - Diced Tomato,212 gram,212.0,44,9,0,2,0,0,5,2
"May 21, 2025",05010531,"Kale, raw",78 gram,78.0,27,3,1,2,0,41,1,3
"May 21, 2025",05010531,"Chicken breast, grilled, skinless",200 g,200.0,352,0,11,59,192,706,0,0
"May 21, 2025",05010531,Leanfit Protein powder - Protein Powder,1 scoop,,120,2,2,25,70,110,1,1
"May 21, 2025",05010531,Generic - Baby carrots,284 g,284.0,116,27,1,3,0,196,13,8
"May 21, 2025",05010531,"White rice, cooked",154 g,154.0,199,43,0,4,0,377,0,1
"May 21, 2025",05010531,Beef w chimichurri - Beef,206 gram,206.0,320,4,17,36,0,0,0,0
"May 21, 2025",05010531,"Chicken breast, grilled, skinless",31 g,31.0,55,0,2,9,30,109,0,0
"May 21, 2025",05010531,Bell pepper,101 g,101.0,22,5,0,1,0,3,3,2
"May 21, 2025",05010531,Generic - Baby carrots,25 g,25.0,10,2,0,0,0,17,1,1
"May 21, 2025",05010531,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"May 22, 2025",05010531,Sweet potato,887 g,887.0,727,160,3,15,0,1366,56,27
"May 22, 2025",05010531,"Spinach, raw, fresh",132 gram,132.0,30,5,1,4,0,104,1,3
"May 22, 2025",05010531,Bell pepper,122 g,122.0,27,6,0,1,0,4,4,2
"May 22, 2025",05010531,Green beans,220 gram,220.0,68,15,0,4,0,13,7,6
"May 22, 2025",05010531,Oikos - Triple Zero Vanilla Blended Greek Yogurt,255 g,255.0,153,12,0,26,17,94,9,0
"May 22, 2025",05010531,O Organics - Organic California Style Vegetables,150 g,150.0,52,9,0,3,0,52,3,3
"May 22, 2025",05010531,"Chicken breast, grilled, skinless",135 g,135.0,238,0,7,40,130,477,0,0
"May 22, 2025",05010531,Oikos - Triple Zero Vanilla Blended Greek Yogurt,170 g,170.0,102,8,0,17,11,62,6,0
"May 22, 2025",05010531,Pineapple,101 g,101.0,51,13,0,1,0,1,10,1
"May 22, 2025",05010531,Generic - Baby carrots,75 g,75.0,31,7,0,1,0,52,4,2
"May 22, 2025",05010531,Bell pepper,42 g,42.0,9,2,0,0,0,1,1,1
"May 22, 2025",05010531,"Kale, raw",106 gram,106.0,37,5,2,3,0,56,1,4
"May 22, 2025",05010531,Diced Tomato - Diced Tomato,171 gram,171.0,35,7,0,1,0,0,4,1
"May 22, 2025",05010531,"Kale, raw",90 gram,90.0,32,4,1,3,0,48,1,4
"May 22, 2025",05010531,Oikos - Triple Zero Vanilla Blended Greek Yogurt,170 g,170.0,102,8,0,17,11,62,6,0
"May 22, 2025",05010531,"Chicken breast, grilled, skinless",100 g,100.0,176,0,5,30,96,353,0,0
"May 22, 2025",05010531,Leanfit Protein powder - Protein Powder,2 scoop,,240,4,4,50,140,220,2,2
"May 23, 2025",05010531,Iceberg lettuce,712 g,712.0,142,26,1,7,0,164,8,9
"May 23, 2025",05010531,Generic - Baby carrots,266 g,266.0,109,25,1,2,0,184,13,7
"May 23, 2025",05010531,Weis Organics - Organic Cut Green Beans,252 g,252.0,32,6,0,2,0,609,2,2
"May 23, 2025",05010531,O Organics - Organic California Style Vegetables,520 g,520.0,181,30,0,12,0,181,12,12
"May 23, 2025",05010531,"Chicken breast, grilled, skinless",135 g,135.0,238,0,7,40,130,477,0,0
